check_family,check_id,calculated,stored,match,scope
inheritance,CLA-19-INH-E018-U1-Tension,0.24,0.24,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E018-U1-Diplomatic_Support,0.65,0.65,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E018-U1-Public_Opinion,0.45,0.45,True,fixed parent identification and value transcription
inheritance,CLA-19-INH-E018-U1-Leadership_Unity,0.60,0.60,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E001-U1-Tension,0.3,0.3,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E001-U1-Diplomatic_Support,0.5,0.5,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E001-U1-Public_Opinion,0.5,0.5,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E001-U1-Leadership_Unity,0.8,0.8,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E002-U1-Tension,0.5,0.5,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E002-U1-Diplomatic_Support,0.5,0.5,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E002-U1-Public_Opinion,0.5,0.5,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E002-U1-Leadership_Unity,0.5,0.5,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E003-U1-Tension,0.3,0.3,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E003-U1-Diplomatic_Support,0.5,0.5,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E003-U1-Public_Opinion,0.5,0.5,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E003-U1-Leadership_Unity,0.8,0.8,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E004-U1-Tension,0.45,0.45,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E004-U1-Diplomatic_Support,0.5,0.5,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E004-U1-Public_Opinion,0.5,0.5,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E004-U1-Leadership_Unity,0.65,0.65,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E005-U1-Tension,0.0,0.0,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E005-U1-Diplomatic_Support,0.5,0.5,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E005-U1-Public_Opinion,0.55,0.55,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E005-U1-Leadership_Unity,0.5,0.5,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E006-U1-Tension,0.45,0.45,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E006-U1-Diplomatic_Support,0.5,0.5,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E006-U1-Public_Opinion,0.55,0.55,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E006-U1-Leadership_Unity,0.65,0.65,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E007-U1-Tension,0.3,0.3,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E007-U1-Diplomatic_Support,0.5,0.5,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E007-U1-Public_Opinion,0.5,0.5,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E007-U1-Leadership_Unity,0.8,0.8,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E008-U1-Tension,0.5,0.5,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E008-U1-Diplomatic_Support,0.5,0.5,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E008-U1-Public_Opinion,0.5,0.5,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E008-U1-Leadership_Unity,0.5,0.5,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E009-U1-Tension,0.6,0.6,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E009-U1-Diplomatic_Support,0.5,0.5,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E009-U1-Public_Opinion,0.5,0.5,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E009-U1-Leadership_Unity,0.8,0.8,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E010-U1-Tension,0.9,0.9,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E010-U1-Diplomatic_Support,0.5,0.5,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E010-U1-Public_Opinion,0.5,0.5,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E010-U1-Leadership_Unity,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E011-U1-Tension,0.0,0.0,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E011-U1-Diplomatic_Support,0.5,0.5,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E011-U1-Public_Opinion,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E011-U1-Leadership_Unity,0.5,0.5,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E012-U1-Tension,0.45,0.45,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E012-U1-Diplomatic_Support,0.5,0.5,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E012-U1-Public_Opinion,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E012-U1-Leadership_Unity,0.65,0.65,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E013-U1-Tension,0.45,0.45,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E013-U1-Diplomatic_Support,0.45,0.45,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E013-U1-Public_Opinion,0.45,0.45,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E013-U1-Leadership_Unity,0.7,0.7,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E014-U1-Tension,0.65,0.65,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E014-U1-Diplomatic_Support,0.45,0.45,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E014-U1-Public_Opinion,0.45,0.45,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E014-U1-Leadership_Unity,0.4,0.4,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E015-U1-Tension,0.9,0.9,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E015-U1-Diplomatic_Support,0.45,0.45,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E015-U1-Public_Opinion,0.45,0.45,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E015-U1-Leadership_Unity,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E016-U1-Tension,0.9,0.9,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E016-U1-Diplomatic_Support,0.5,0.5,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E016-U1-Public_Opinion,0.5,0.5,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E016-U1-Leadership_Unity,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E017-U1-Tension,0.15,0.15,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E017-U1-Diplomatic_Support,0.45,0.45,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E017-U1-Public_Opinion,0.95,0.95,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E017-U1-Leadership_Unity,0.4,0.4,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E018-U1-Tension,0.55,0.55,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E018-U1-Diplomatic_Support,0.6,0.6,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E018-U1-Public_Opinion,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-20-INH-E018-U1-Leadership_Unity,0.7,0.7,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E001-U1-Tension,0.8,0.8,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E001-U1-Diplomatic_Support,0.7,0.7,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E001-U1-Public_Opinion,0.6,0.6,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E001-U1-Leadership_Unity,0.75,0.75,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E001-U2-Tension,0.8,0.8,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E001-U2-Diplomatic_Support,0.7,0.7,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E001-U2-Public_Opinion,0.6,0.6,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E001-U2-Leadership_Unity,0.75,0.75,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E002-U1-Tension,0.95,0.95,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E002-U1-Diplomatic_Support,0.7,0.7,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E002-U1-Public_Opinion,0.6,0.6,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E002-U1-Leadership_Unity,0.7,0.7,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E003-U1-Tension,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E003-U1-Diplomatic_Support,0.7,0.7,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E003-U1-Public_Opinion,0.6,0.6,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E003-U1-Leadership_Unity,0.85,0.85,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E003-U2-Diplomatic_Support,0.7,0.7,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E003-U2-Public_Opinion,0.6,0.6,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E003-U2-Leadership_Unity,0.85,0.85,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E004-U1-Tension,0.75,0.75,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E004-U1-Diplomatic_Support,0.8,0.8,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E004-U1-Public_Opinion,0.65,0.65,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E004-U1-Leadership_Unity,0.8,0.8,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E004-U2-Tension,0.75,0.75,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E004-U2-Diplomatic_Support,0.8,0.8,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E004-U2-Public_Opinion,0.65,0.65,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E004-U2-Leadership_Unity,0.8,0.8,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E005-U1-Tension,0.95,0.95,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E005-U1-Diplomatic_Support,0.7,0.7,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E005-U1-Public_Opinion,0.6,0.6,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E005-U1-Leadership_Unity,0.7,0.7,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E005-U2-Tension,0.95,0.95,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E005-U2-Diplomatic_Support,0.7,0.7,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E005-U2-Public_Opinion,0.6,0.6,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E005-U2-Leadership_Unity,0.7,0.7,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E006-U1-Tension,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E006-U1-Diplomatic_Support,0.65,0.65,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E006-U1-Public_Opinion,0.55,0.55,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E006-U1-Leadership_Unity,0.75,0.75,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E006-U2-Diplomatic_Support,0.65,0.65,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E006-U2-Public_Opinion,0.55,0.55,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E006-U2-Leadership_Unity,0.75,0.75,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E007-U1-Tension,0.65,0.65,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E007-U1-Diplomatic_Support,0.9,0.9,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E007-U1-Public_Opinion,0.75,0.75,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E007-U1-Leadership_Unity,0.9,0.9,True,fixed parent identification and value transcription
inheritance,CLA-21-INH-E007-U2-Tension,0.65,0.65,True,fixed parent identification and value transcription
